network_index,network_name,title,description,networkDomain,subDomain,sourceUrl,number_nodes,number_edges
89.0,ISCAS89_Benchmark_Circuits__s1494_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,686.0,1418.0
90.0,ISCAS89_Benchmark_Circuits__s208_1_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,131.0,190.0
91.0,ISCAS89_Benchmark_Circuits__s208_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,125.0,176.0
93.0,ISCAS89_Benchmark_Circuits__s298_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,156.0,264.0
94.0,ISCAS89_Benchmark_Circuits__s344_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,219.0,304.0
95.0,ISCAS89_Benchmark_Circuits__s349_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,220.0,308.0
96.0,ISCAS89_Benchmark_Circuits__s382_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,183.0,313.0
97.0,ISCAS89_Benchmark_Circuits__s386_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,185.0,360.0
98.0,ISCAS89_Benchmark_Circuits__s400_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,187.0,327.0
99.0,ISCAS89_Benchmark_Circuits__s420_1_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,269.0,400.0
100.0,ISCAS89_Benchmark_Circuits__s420_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,249.0,354.0
101.0,ISCAS89_Benchmark_Circuits__s444_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,210.0,363.0
102.0,ISCAS89_Benchmark_Circuits__s510_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,249.0,437.0
103.0,ISCAS89_Benchmark_Circuits__s526_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,244.0,472.0
104.0,ISCAS89_Benchmark_Circuits__s526n_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,245.0,472.0
105.0,ISCAS89_Benchmark_Circuits__s641_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,467.0,575.0
106.0,ISCAS89_Benchmark_Circuits__s713_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,481.0,627.0
107.0,ISCAS89_Benchmark_Circuits__s820_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,336.0,781.0
108.0,ISCAS89_Benchmark_Circuits__s832_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,334.0,793.0
109.0,ISCAS89_Benchmark_Circuits__s838_1_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,545.0,820.0
110.0,ISCAS89_Benchmark_Circuits__s838_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,491.0,704.0
111.0,ISCAS89_Benchmark_Circuits__s953_benc,ISCAS89 Benchmark Circuits,"\n    A set of 31 sequential benchmark circuits in ISCAS'89. Nodes represent either logical gates such as AND, OR, NAND, etc. or terminals for input and output. Edges represent connectivity between logical gates and terminals and have directionality\n",Technological,Digital Circuit,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=100747&tag=1,446.0,772.0
112.0,Ito_core_yeast_interactome_2001_Ito-core,Ito core yeast interactome (2001),"Network of protein-protein interactions in Saccharomyces cerevisiae (budding yeast), measured by yeast 2-hybrid experiments in 2000. These data represent interactions found three or more times, which is a subset of the 4529 interactions among 3278 proteins originally reported",Biological,Protein interactions,http://www.jstor.org/stable/3055470,426.0,521.0
113.0,Joern_plant-herbivore_webs_Altuda,Joern plant-herbivore webs,"Two bipartite networks of plants and herbivores (grasshoppers), from Trans-Pecos, Texas, from November 1974-1975",Biological,Food web,http://link.springer.com/article/10.1007%2FBF00345192,74.0,184.0
